object_id,galaxy_class,bar_class,edge_on_class,image_local_path
-527136589271232705,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045466_NEG527136589271232705_gz_arcsinh_vis_y.jpg
-636463569495109912,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020065_NEG636463569495109912_gz_arcsinh_vis_y.jpg
-597492271502891269,E,No Bar,Edge-On,./Galaxy_cutouts/102019127_NEG597492271502891269_gz_arcsinh_vis_y.jpg
2724808173685276484,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160610_2724808173685276484_gz_arcsinh_vis_y.jpg
-664027877478625835,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021504_NEG664027877478625835_gz_arcsinh_vis_y.jpg
-592824904475110162,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021982_NEG592824904475110162_gz_arcsinh_vis_y.jpg
-521845339283715871,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043547_NEG521845339283715871_gz_arcsinh_vis_y.jpg
-603941005489614695,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020534_NEG603941005489614695_gz_arcsinh_vis_y.jpg
-578153595476133983,E,No Bar,Edge-On,./Galaxy_cutouts/102021980_NEG578153595476133983_gz_arcsinh_vis_y.jpg
-637356458486857046,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021017_NEG637356458486857046_gz_arcsinh_vis_y.jpg
-627284847479710022,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021499_NEG627284847479710022_gz_arcsinh_vis_y.jpg
2667283532666519137,E,No Bar,Edge-On,./Galaxy_cutouts/102159484_2667283532666519137_gz_arcsinh_vis_y.jpg
-644897398464027097,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022979_NEG644897398464027097_gz_arcsinh_vis_y.jpg
2659070438634866909,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157629_2659070438634866909_gz_arcsinh_vis_y.jpg
-657224055462706178,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022980_NEG657224055462706178_gz_arcsinh_vis_y.jpg
-627620681479718823,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021499_NEG627620681479718823_gz_arcsinh_vis_y.jpg
-646934722474764011,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021989_NEG646934722474764011_gz_arcsinh_vis_y.jpg
2676659455674021772,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160057_2676659455674021772_gz_arcsinh_vis_y.jpg
2696580885640102008,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157956_2696580885640102008_gz_arcsinh_vis_y.jpg
-573294863491767783,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020530_NEG573294863491767783_gz_arcsinh_vis_y.jpg
2701810521639789938,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157956_2701810521639789938_gz_arcsinh_vis_y.jpg
2686393947666782985,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159486_2686393947666782985_gz_arcsinh_vis_y.jpg
-615837067478146071,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021497_NEG615837067478146071_gz_arcsinh_vis_y.jpg
-597677604500285593,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019591_NEG597677604500285593_gz_arcsinh_vis_y.jpg
2699702551635641584,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157633_2699702551635641584_gz_arcsinh_vis_y.jpg
2698774188657361858,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158891_2698774188657361858_gz_arcsinh_vis_y.jpg
-620749706457308355,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023983_NEG620749706457308355_gz_arcsinh_vis_y.jpg
2688234055671383098,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159774_2688234055671383098_gz_arcsinh_vis_y.jpg
2662064844661528530,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159189_2662064844661528530_gz_arcsinh_vis_y.jpg
2728557741678032998,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160339_2728557741678032998_gz_arcsinh_vis_y.jpg
-531694881298610409,E,No Bar,Not Edge-On,./Galaxy_cutouts/102041658_NEG531694881298610409_gz_arcsinh_vis_y.jpg
2646458202676070825,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160055_2646458202676070825_gz_arcsinh_vis_y.jpg
-525216421283145575,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043548_NEG525216421283145575_gz_arcsinh_vis_y.jpg
-625126699478555854,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021498_NEG625126699478555854_gz_arcsinh_vis_y.jpg
-548420913287928164,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042918_NEG548420913287928164_gz_arcsinh_vis_y.jpg
2676599595643684025,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158272_2676599595643684025_gz_arcsinh_vis_y.jpg
-526605730287434497,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043548_NEG526605730287434497_gz_arcsinh_vis_y.jpg
2714316103670427809,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159776_2714316103670427809_gz_arcsinh_vis_y.jpg
-621542747464950962,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022975_NEG621542747464950962_gz_arcsinh_vis_y.jpg
-583222144489658807,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020531_NEG583222144489658807_gz_arcsinh_vis_y.jpg
-644804622478724137,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021501_NEG644804622478724137_gz_arcsinh_vis_y.jpg
-522727582265417243,E,No Bar,Not Edge-On,./Galaxy_cutouts/102046111_NEG522727582265417243_gz_arcsinh_vis_y.jpg
-637019130459245839,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023479_NEG637019130459245839_gz_arcsinh_vis_y.jpg
-589520047467753258,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022474_NEG589520047467753258_gz_arcsinh_vis_y.jpg
-550390884288225509,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042919_NEG550390884288225509_gz_arcsinh_vis_y.jpg
-526766473284062234,E,No Bar,Edge-On,./Galaxy_cutouts/102043548_NEG526766473284062234_gz_arcsinh_vis_y.jpg
-616573901469316979,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022478_NEG616573901469316979_gz_arcsinh_vis_y.jpg
-630687845478877849,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021499_NEG630687845478877849_gz_arcsinh_vis_y.jpg
2760402526651618867,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158591_2760402526651618867_gz_arcsinh_vis_y.jpg
-580835104476057721,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021980_NEG580835104476057721_gz_arcsinh_vis_y.jpg
2653374027650675430,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158581_2653374027650675430_gz_arcsinh_vis_y.jpg
-668174178466546925,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022982_NEG668174178466546925_gz_arcsinh_vis_y.jpg
2689551567649995172,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158585_2689551567649995172_gz_arcsinh_vis_y.jpg
-595849024499804090,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019590_NEG595849024499804090_gz_arcsinh_vis_y.jpg
2677521573650116118,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158584_2677521573650116118_gz_arcsinh_vis_y.jpg
-514303912290034036,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042912_NEG514303912290034036_gz_arcsinh_vis_y.jpg
-632152126470551060,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022480_NEG632152126470551060_gz_arcsinh_vis_y.jpg
-651537669480881834,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021502_NEG651537669480881834_gz_arcsinh_vis_y.jpg
2699940761638781954,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157956_2699940761638781954_gz_arcsinh_vis_y.jpg
2669072776647093742,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158271_2669072776647093742_gz_arcsinh_vis_y.jpg
2740043790658720461,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159195_2740043790658720461_gz_arcsinh_vis_y.jpg
-668985057471687824,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022485_NEG668985057471687824_gz_arcsinh_vis_y.jpg
2631803508666814175,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159481_2631803508666814175_gz_arcsinh_vis_y.jpg
-636229642456836612,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023985_NEG636229642456836612_gz_arcsinh_vis_y.jpg
-600238296500259561,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019591_NEG600238296500259561_gz_arcsinh_vis_y.jpg
2670131016642521862,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158271_2670131016642521862_gz_arcsinh_vis_y.jpg
2687106365644111280,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158273_2687106365644111280_gz_arcsinh_vis_y.jpg
-640807814474751345,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021988_NEG640807814474751345_gz_arcsinh_vis_y.jpg
2691681510646358190,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158273_2691681510646358190_gz_arcsinh_vis_y.jpg
-612157879474005272,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021984_NEG612157879474005272_gz_arcsinh_vis_y.jpg
-637199424472419209,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022481_NEG637199424472419209_gz_arcsinh_vis_y.jpg
2735455248667061251,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159490_2735455248667061251_gz_arcsinh_vis_y.jpg
-599376226487771538,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020533_NEG599376226487771538_gz_arcsinh_vis_y.jpg
2641995381645751763,E,No Bar,Edge-On,./Galaxy_cutouts/102158269_2641995381645751763_gz_arcsinh_vis_y.jpg
2698390865673033625,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160059_2698390865673033625_gz_arcsinh_vis_y.jpg
-603938595496854204,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020060_NEG603938595496854204_gz_arcsinh_vis_y.jpg
2667602880671856176,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159773_2667602880671856176_gz_arcsinh_vis_y.jpg
2642457900664608815,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159482_2642457900664608815_gz_arcsinh_vis_y.jpg
-560063046495099666,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020054_NEG560063046495099666_gz_arcsinh_vis_y.jpg
-597153368481082835,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021495_NEG597153368481082835_gz_arcsinh_vis_y.jpg
-638352940498397546,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019596_NEG638352940498397546_gz_arcsinh_vis_y.jpg
-643504836473824704,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021989_NEG643504836473824704_gz_arcsinh_vis_y.jpg
2707128701668347321,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159776_2707128701668347321_gz_arcsinh_vis_y.jpg
-560588752486245189,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021007_NEG560588752486245189_gz_arcsinh_vis_y.jpg
2670340237673019515,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160057_2670340237673019515_gz_arcsinh_vis_y.jpg
2663811749644772853,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158271_2663811749644772853_gz_arcsinh_vis_y.jpg
-664518749473664752,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021992_NEG664518749473664752_gz_arcsinh_vis_y.jpg
-547965436274084057,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044828_NEG547965436274084057_gz_arcsinh_vis_y.jpg
-533710633293096065,E,No Bar,Edge-On,./Galaxy_cutouts/102042285_NEG533710633293096065_gz_arcsinh_vis_y.jpg
2726832525667107161,E,No Bar,Edge-On,./Galaxy_cutouts/102159489_2726832525667107161_gz_arcsinh_vis_y.jpg
2671744509652386158,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158583_2671744509652386158_gz_arcsinh_vis_y.jpg
-548645929289099946,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042918_NEG548645929289099946_gz_arcsinh_vis_y.jpg
-613671069484638165,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021014_NEG613671069484638165_gz_arcsinh_vis_y.jpg
-630209554472171490,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022480_NEG630209554472171490_gz_arcsinh_vis_y.jpg
2664638245639898794,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157953_2664638245639898794_gz_arcsinh_vis_y.jpg
-608835818472148894,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022477_NEG608835818472148894_gz_arcsinh_vis_y.jpg
-653719741462479946,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023482_NEG653719741462479946_gz_arcsinh_vis_y.jpg
-657976721490395821,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020541_NEG657976721490395821_gz_arcsinh_vis_y.jpg
-661332491475176856,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021991_NEG661332491475176856_gz_arcsinh_vis_y.jpg
-516963847297433392,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042282_NEG516963847297433392_gz_arcsinh_vis_y.jpg
2714513586684668457,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160609_2714513586684668457_gz_arcsinh_vis_y.jpg
2680865883678295282,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160335_2680865883678295282_gz_arcsinh_vis_y.jpg
-632663920481749268,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021499_NEG632663920481749268_gz_arcsinh_vis_y.jpg
2686496564682513666,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160607_2686496564682513666_gz_arcsinh_vis_y.jpg
2685073025662302632,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159191_2685073025662302632_gz_arcsinh_vis_y.jpg
2739801832674117612,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160062_2739801832674117612_gz_arcsinh_vis_y.jpg
-532714042276743580,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044825_NEG532714042276743580_gz_arcsinh_vis_y.jpg
-525800556294282618,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042284_NEG525800556294282618_gz_arcsinh_vis_y.jpg
-573158652499579268,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019587_NEG573158652499579268_gz_arcsinh_vis_y.jpg
-593168079469643599,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022475_NEG593168079469643599_gz_arcsinh_vis_y.jpg
-616277768479193972,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021497_NEG616277768479193972_gz_arcsinh_vis_y.jpg
-518284587271088545,E,No Bar,Edge-On,./Galaxy_cutouts/102045465_NEG518284587271088545_gz_arcsinh_vis_y.jpg
-858239306081412403,E,No Bar,Not Edge-On,./Galaxy_cutouts/102071571_NEG858239306081412403_gz_arcsinh_vis_y.jpg
-585449431485623306,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021010_NEG585449431485623306_gz_arcsinh_vis_y.jpg
-566652902481481865,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021491_NEG566652902481481865_gz_arcsinh_vis_y.jpg
-653227494476808944,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021990_NEG653227494476808944_gz_arcsinh_vis_y.jpg
-555570428494546061,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020054_NEG555570428494546061_gz_arcsinh_vis_y.jpg
-599727163473818350,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021983_NEG599727163473818350_gz_arcsinh_vis_y.jpg
-584373492509506787,E,No Bar,Not Edge-On,./Galaxy_cutouts/102018666_NEG584373492509506787_gz_arcsinh_vis_y.jpg
2626615675658748929,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159186_2626615675658748929_gz_arcsinh_vis_y.jpg
-632673229462764601,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022977_NEG632673229462764601_gz_arcsinh_vis_y.jpg
-611308713469787835,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022477_NEG611308713469787835_gz_arcsinh_vis_y.jpg
-571893949494542827,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020056_NEG571893949494542827_gz_arcsinh_vis_y.jpg
2652859494639348214,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157952_2652859494639348214_gz_arcsinh_vis_y.jpg
-647688649492615243,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020066_NEG647688649492615243_gz_arcsinh_vis_y.jpg
-579058690484964614,E,No Bar,Edge-On,./Galaxy_cutouts/102021009_NEG579058690484964614_gz_arcsinh_vis_y.jpg
2705795522634689345,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157634_2705795522634689345_gz_arcsinh_vis_y.jpg
-608221465480791839,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021496_NEG608221465480791839_gz_arcsinh_vis_y.jpg
-528482536285383562,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043548_NEG528482536285383562_gz_arcsinh_vis_y.jpg
-614036615474767211,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021985_NEG614036615474767211_gz_arcsinh_vis_y.jpg
-611523193504607299,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019129_NEG611523193504607299_gz_arcsinh_vis_y.jpg
2748204684662590421,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159491_2748204684662590421_gz_arcsinh_vis_y.jpg
-581506618477152014,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021980_NEG581506618477152014_gz_arcsinh_vis_y.jpg
-590635231491712437,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020532_NEG590635231491712437_gz_arcsinh_vis_y.jpg
2666170079666480333,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159484_2666170079666480333_gz_arcsinh_vis_y.jpg
2643346545669278512,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159771_2643346545669278512_gz_arcsinh_vis_y.jpg
-582119010494691925,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020057_NEG582119010494691925_gz_arcsinh_vis_y.jpg
2679694790678163413,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160335_2679694790678163413_gz_arcsinh_vis_y.jpg
-542458745273364544,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044827_NEG542458745273364544_gz_arcsinh_vis_y.jpg
2668008823637555511,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157953_2668008823637555511_gz_arcsinh_vis_y.jpg
-507762851279721095,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044181_NEG507762851279721095_gz_arcsinh_vis_y.jpg
-540616951286322102,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043550_NEG540616951286322102_gz_arcsinh_vis_y.jpg
-613552795482722691,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021014_NEG613552795482722691_gz_arcsinh_vis_y.jpg
-643923581483756801,E,No Bar,Edge-On,./Galaxy_cutouts/102021018_NEG643923581483756801_gz_arcsinh_vis_y.jpg
2694694574650801277,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158585_2694694574650801277_gz_arcsinh_vis_y.jpg
2734077497662054656,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159195_2734077497662054656_gz_arcsinh_vis_y.jpg
-632923749500516631,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019595_NEG632923749500516631_gz_arcsinh_vis_y.jpg
-570050282494536372,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020056_NEG570050282494536372_gz_arcsinh_vis_y.jpg
2664886309639108190,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157953_2664886309639108190_gz_arcsinh_vis_y.jpg
2654862251675985213,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160055_2654862251675985213_gz_arcsinh_vis_y.jpg
-643247627477849886,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021501_NEG643247627477849886_gz_arcsinh_vis_y.jpg
-614942795462004718,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023476_NEG614942795462004718_gz_arcsinh_vis_y.jpg
2742372872667186597,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159490_2742372872667186597_gz_arcsinh_vis_y.jpg
2646001561644953358,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158269_2646001561644953358_gz_arcsinh_vis_y.jpg
-516537956267812592,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045464_NEG516537956267812592_gz_arcsinh_vis_y.jpg
-549923361280090041,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044189_NEG549923361280090041_gz_arcsinh_vis_y.jpg
2658953199639269543,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157952_2658953199639269543_gz_arcsinh_vis_y.jpg
-567659106493113325,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020055_NEG567659106493113325_gz_arcsinh_vis_y.jpg
-533907847287690863,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042916_NEG533907847287690863_gz_arcsinh_vis_y.jpg
-647581670478112126,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021502_NEG647581670478112126_gz_arcsinh_vis_y.jpg
-639749960462818952,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022978_NEG639749960462818952_gz_arcsinh_vis_y.jpg
2724359798640596808,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157958_2724359798640596808_gz_arcsinh_vis_y.jpg
2706204033652864079,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158892_2706204033652864079_gz_arcsinh_vis_y.jpg
-630178435493378221,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020064_NEG630178435493378221_gz_arcsinh_vis_y.jpg
2717685668642534209,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158275_2717685668642534209_gz_arcsinh_vis_y.jpg
-598636872486169863,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021012_NEG598636872486169863_gz_arcsinh_vis_y.jpg
-545644087277464961,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044827_NEG545644087277464961_gz_arcsinh_vis_y.jpg
-631744917456575129,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023984_NEG631744917456575129_gz_arcsinh_vis_y.jpg
-604304096469765667,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022476_NEG604304096469765667_gz_arcsinh_vis_y.jpg
2663717400678867923,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160334_2663717400678867923_gz_arcsinh_vis_y.jpg
-568416093480223438,E,No Bar,Edge-On,./Galaxy_cutouts/102021491_NEG568416093480223438_gz_arcsinh_vis_y.jpg
-563023354488187493,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020529_NEG563023354488187493_gz_arcsinh_vis_y.jpg
2696541407636800358,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157633_2696541407636800358_gz_arcsinh_vis_y.jpg
-604667060491186220,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020534_NEG604667060491186220_gz_arcsinh_vis_y.jpg
2677740939649496604,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158584_2677740939649496604_gz_arcsinh_vis_y.jpg
-609601104471397627,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022477_NEG609601104471397627_gz_arcsinh_vis_y.jpg
-523844734263822460,E,No Bar,Not Edge-On,./Galaxy_cutouts/102046111_NEG523844734263822460_gz_arcsinh_vis_y.jpg
-565773067477651455,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021490_NEG565773067477651455_gz_arcsinh_vis_y.jpg
2718718257640989323,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157958_2718718257640989323_gz_arcsinh_vis_y.jpg
2717733410669031932,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159777_2717733410669031932_gz_arcsinh_vis_y.jpg
2623291244656893260,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158885_2623291244656893260_gz_arcsinh_vis_y.jpg
2757988183650744709,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158590_2757988183650744709_gz_arcsinh_vis_y.jpg
2657616458659972845,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159188_2657616458659972845_gz_arcsinh_vis_y.jpg
-662381423470185539,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022484_NEG662381423470185539_gz_arcsinh_vis_y.jpg
-665517890473483985,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021992_NEG665517890473483985_gz_arcsinh_vis_y.jpg
2729470355646062523,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158276_2729470355646062523_gz_arcsinh_vis_y.jpg
2705250978663539248,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159487_2705250978663539248_gz_arcsinh_vis_y.jpg
-535242075291693535,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042916_NEG535242075291693535_gz_arcsinh_vis_y.jpg
-617030337500883860,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019593_NEG617030337500883860_gz_arcsinh_vis_y.jpg
-638281607482350591,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021500_NEG638281607482350591_gz_arcsinh_vis_y.jpg
-568536844488046790,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020529_NEG568536844488046790_gz_arcsinh_vis_y.jpg
-637916260493805934,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020065_NEG637916260493805934_gz_arcsinh_vis_y.jpg
2712902394656352455,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158892_2712902394656352455_gz_arcsinh_vis_y.jpg
-614270711486854437,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021014_NEG614270711486854437_gz_arcsinh_vis_y.jpg
2709962516642168247,E,Bar,Not Edge-On,./Galaxy_cutouts/102157957_2709962516642168247_gz_arcsinh_vis_y.jpg
2697932925638854172,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157956_2697932925638854172_gz_arcsinh_vis_y.jpg
2724297033662087374,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159194_2724297033662087374_gz_arcsinh_vis_y.jpg
-615922244462992039,E,No Bar,Edge-On,./Galaxy_cutouts/102022975_NEG615922244462992039_gz_arcsinh_vis_y.jpg
-618163781485142078,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021015_NEG618163781485142078_gz_arcsinh_vis_y.jpg
-630691898495882076,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020064_NEG630691898495882076_gz_arcsinh_vis_y.jpg
-651645210475221616,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021990_NEG651645210475221616_gz_arcsinh_vis_y.jpg
-582238080503815781,E,Bar,Not Edge-On,./Galaxy_cutouts/102019125_NEG582238080503815781_gz_arcsinh_vis_y.jpg
-637386119468473013,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022481_NEG637386119468473013_gz_arcsinh_vis_y.jpg
-596139887477651548,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021495_NEG596139887477651548_gz_arcsinh_vis_y.jpg
-641199553494053171,E,No Bar,Edge-On,./Galaxy_cutouts/102020065_NEG641199553494053171_gz_arcsinh_vis_y.jpg
-539196928270996626,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045469_NEG539196928270996626_gz_arcsinh_vis_y.jpg
-527648667268008363,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045466_NEG527648667268008363_gz_arcsinh_vis_y.jpg
-643031216484329973,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021018_NEG643031216484329973_gz_arcsinh_vis_y.jpg
-538844190291735777,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042917_NEG538844190291735777_gz_arcsinh_vis_y.jpg
2686822290648733130,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158584_2686822290648733130_gz_arcsinh_vis_y.jpg
-590624702484957989,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021011_NEG590624702484957989_gz_arcsinh_vis_y.jpg
